state_code,county_code,census_tract,pct_white_2018,pct_black_2018,pct_hispanic_2018,med_income_2018,med_property_value_2018,med_loan_amount_2018,med_cltv_2018,pct_white_2024,pct_black_2024,pct_hispanic_2024,med_income_2024,med_property_value_2024,med_loan_amount_2024,med_cltv_2024,delta_income,delta_property_value,delta_loan_amount,delta_white,delta_black,delta_hispanic,delta_cltv
IL,17031,17031210501,0.615,0.000,0.077,101,285000,235000,85,0.400,0.150,0.200,141,590000,440000,88.5,40,305000,205000,-0.215,0.150,0.123,3.5
IL,17031,17031210502,0.655,0.034,0.103,114,455000,395000,90,0.727,0.182,0.000,228,725000,645000,85,114,270000,250000,0.072,0.147,-0.103,-5
IL,17031,17031210601,0.600,0.050,0.000,146,505000,425000,89.194,0.769,0.000,0.000,197,575000,545000,90,51,70000,120000,0.169,-0.050,0.000,0.806
IL,17031,17031210602,0.690,0.048,0.000,140.5,465000,370000,85,0.607,0.000,0.179,152,525000,380000,82.5,11.5,60000,10000,-0.083,-0.048,0.179,-2.5
IL,17031,17031210700,0.595,0.000,0.108,115,445000,345000,80,0.652,0.087,0.174,187,535000,475000,80,72,90000,130000,0.058,0.087,0.066,0
IL,17031,17031210900,0.723,0.021,0.064,135,435000,385000,86.23,0.565,0.043,0.087,215,545000,505000,90,80,110000,120000,-0.158,0.022,0.023,3.77
IL,17031,17031220300,0.763,0.000,0.132,155,490000,435000,80,0.737,0.000,0.211,189,615000,495000,80,34,125000,60000,-0.026,0.000,0.079,0
IL,17031,17031220400,0.727,0.000,0.091,250,815000,615000,80,0.667,0.000,0.000,243,875000,665000,79.729,-7,60000,50000,-0.061,0.000,-0.091,-0.271
IL,17031,17031220500,0.708,0.042,0.000,151.5,465000,375000,87.42,0.667,0.051,0.051,231,735000,535000,80,79.5,270000,160000,-0.042,0.010,0.051,-7.42
IL,17031,17031220601,0.750,0.000,0.000,133,630000,455000,80,0.688,0.000,0.125,246,805000,620000,82.5,113,175000,165000,-0.063,0.000,0.125,2.5
IL,17031,17031220602,0.833,0.042,0.000,107,395000,335000,80,0.563,0.063,0.063,153.5,465000,375000,80,46.5,70000,40000,-0.271,0.021,0.063,0
IL,17031,17031220701,0.500,0.000,0.000,105,415000,305000,90,0.833,0.083,0.000,122.5,460000,400000,81,17.5,45000,95000,0.333,0.083,0.000,-9
IL,17031,17031220702,0.704,0.000,0.074,109,365000,305000,90,0.700,0.000,0.200,179.5,600000,420000,90,70.5,235000,115000,-0.004,0.000,0.126,0
IL,17031,17031220901,0.889,0.000,0.000,175,465000,375000,90,0.529,0.059,0.294,110,475000,425000,90,-65,10000,50000,-0.359,0.059,0.294,0
IL,17031,17031220902,0.667,0.000,0.222,96,575000,405000,80,0.625,0.000,0.125,234,660000,615000,95,138,85000,210000,-0.042,0.000,-0.097,15
IL,17031,17031221000,0.733,0.067,0.000,110,455000,315000,90,0.714,0.071,0.000,139.5,335000,280000,90,29.5,-120000,-35000,-0.019,0.005,0.000,0
IL,17031,17031221100,0.652,0.022,0.022,97,355000,295000,85,0.700,0.067,0.133,143.5,495000,380000,90,46.5,140000,85000,0.048,0.045,0.112,5
IL,17031,17031221200,0.743,0.086,0.000,122,395000,315000,85,0.679,0.000,0.071,164,500000,370000,75,42,105000,55000,-0.064,-0.086,0.071,-10
IL,17031,17031221300,0.813,0.000,0.000,198,580000,455000,80,0.773,0.000,0.091,251,665000,585000,80,53,85000,130000,-0.040,0.000,0.091,0
IL,17031,17031221400,0.700,0.000,0.025,166,435000,375000,80,0.767,0.000,0.033,194,635000,495000,80,28,200000,120000,0.067,0.000,0.008,0
IL,17031,17031221500,0.781,0.000,0.000,195.5,705000,465000,80,0.526,0.053,0.105,235,625000,505000,80,39.5,-80000,40000,-0.255,0.053,0.105,0
IL,17031,17031221600,0.806,0.000,0.030,210,715000,545000,80,0.702,0.021,0.043,250,825000,645000,80,40,110000,100000,-0.104,0.021,0.013,0
IL,17031,17031222200,0.776,0.000,0.041,165,575000,445000,80,0.794,0.000,0.059,256.5,575000,470000,80,91.5,0,25000,0.019,0.000,0.018,0
IL,17031,17031222500,0.789,0.000,0.000,196,525000,455000,82.68,0.714,0.143,0.000,243,645000,545000,80,47,120000,90000,-0.075,0.143,0.000,-2.68
IL,17031,17031222600,0.846,0.000,0.077,189,475000,385000,80,0.800,0.000,0.000,142,575000,425000,80,-47,100000,40000,-0.046,0.000,-0.077,0
IL,17031,17031222700,0.704,0.037,0.111,97,345000,325000,89.63,0.704,0.000,0.037,190,555000,485000,81.132,93,210000,160000,0.000,-0.037,-0.074,-8.498
IL,17031,17031222800,0.500,0.250,0.000,169.5,645000,515000,80,0.000,0.000,1.000,163.5,405000,390000,96,-6,-240000,-125000,-0.500,-0.250,1.000,16
IL,17031,17031222900,0.625,0.000,0.000,159.5,445000,405000,92.5,0.667,0.000,0.000,167,530000,455000,87.5,7.5,85000,50000,0.042,0.000,0.000,-5
IL,17031,17031230100,1.000,0.000,0.000,194,680000,525000,80,0.619,0.000,0.000,203,795000,595000,78.261,9,115000,70000,-0.381,0.000,0.000,-1.739
IL,17031,17031230200,1.000,0.000,0.000,116.5,580000,425000,72.5,0.286,0.000,0.286,219,615000,495000,95,102.5,35000,70000,-0.714,0.000,0.286,22.5
IL,17031,17031230300,0.333,0.000,0.000,118,425000,345000,80,0.500,0.000,0.000,226,680000,600000,86.80250000000001,108,255000,255000,0.167,0.000,0.000,6.8025
IL,17031,17031230400,0.727,0.000,0.136,123,420000,335000,89.95,0.714,0.000,0.000,128,565000,335000,85,5,145000,0,-0.013,0.000,-0.136,-4.95
IL,17031,17031230500,0.333,0.000,0.667,72.5,290000,245000,80,0.250,0.000,0.625,100,360000,340000,95,27.5,70000,95000,-0.083,0.000,-0.042,15
IL,17031,17031230600,0.000,0.000,1.000,51,175000,155000,90,0.214,0.000,0.714,92,305000,280000,92.5,41,130000,125000,0.214,0.000,-0.286,2.5
IL,17031,17031230700,0.429,0.000,0.429,61,315000,265000,85,0.368,0.105,0.368,131,465000,385000,95,70,150000,120000,-0.060,0.105,-0.060,10
IL,17031,17031230800,0.500,0.000,0.000,91,385000,340000,88.5,0.429,0.000,0.143,175,495000,435000,82.692,84,110000,95000,-0.071,0.000,0.143,-5.808
IL,17031,17031230900,0.647,0.059,0.235,99,345000,275000,80,0.588,0.000,0.235,151,425000,355000,80,52,80000,80000,-0.059,-0.059,0.000,0
IL,17031,17031231100,0.250,0.000,0.500,92,195000,165000,95,0.000,0.000,0.333,269,715000,575000,80,177,520000,410000,-0.250,0.000,-0.167,-15
IL,17031,17031231200,0.133,0.067,0.600,55,205000,185000,91.78,0.263,0.000,0.632,118,365000,335000,90,63,160000,150000,0.130,-0.067,0.032,-1.78
IL,17031,17031231500,0.154,0.077,0.385,64,185000,155000,90,0.071,0.071,0.643,77.5,290000,290000,91.818,13.5,105000,135000,-0.082,-0.005,0.258,1.818
IL,17031,17031240200,0.683,0.024,0.024,181,505000,415000,80,0.682,0.000,0.045,247,625000,550000,80,66,120000,135000,-0.001,-0.024,0.021,0
IL,17031,17031240300,0.667,0.000,0.000,317,1125000,955000,80,0.727,0.000,0.000,293,1405000,905000,76.078,-24,280000,-50000,0.061,0.000,0.000,-3.922
IL,17031,17031240500,0.720,0.000,0.054,150,445000,355000,80,0.722,0.028,0.042,187.5,550000,465000,80,37.5,105000,110000,0.002,0.028,-0.012,0
IL,17031,17031240600,0.742,0.000,0.000,166,445000,395000,80,0.710,0.032,0.065,172,465000,395000,80,6,20000,0,-0.032,0.032,0.065,0
IL,17031,17031240700,0.833,0.000,0.000,180,730000,620000,80,0.636,0.000,0.091,224,715000,635000,90,44,-15000,15000,-0.197,0.000,0.091,10
IL,17031,17031240800,0.850,0.050,0.050,137.5,465000,385000,80,0.667,0.000,0.000,184,795000,635000,80,46.5,330000,250000,-0.183,-0.050,-0.050,0
IL,17031,17031240900,0.882,0.000,0.000,109,355000,295000,90,0.600,0.000,0.200,118,685000,505000,80,9,330000,210000,-0.282,0.000,0.200,-10
IL,17031,17031241000,0.636,0.000,0.136,98,320000,265000,92.4525,0.533,0.000,0.133,176,575000,485000,90,78,255000,220000,-0.103,0.000,-0.003,-2.4525
IL,17031,17031241100,0.632,0.035,0.018,135,415000,345000,90,0.636,0.030,0.030,191,555000,455000,84.8,56,140000,110000,0.005,-0.005,0.013,-5.2
IL,17031,17031241200,0.684,0.000,0.000,155,565000,435000,80,0.528,0.028,0.139,191.5,645000,530000,80,36.5,80000,95000,-0.156,0.028,0.139,0
IL,17031,17031241300,0.714,0.000,0.036,167,515000,390000,80,0.618,0.029,0.029,250.5,690000,565000,80,83.5,175000,175000,-0.097,0.029,-0.006,0
IL,17031,17031241400,0.736,0.014,0.042,169,510000,415000,80,0.667,0.018,0.070,230,675000,525000,80,61,165000,110000,-0.069,0.004,0.029,0
IL,17031,17031241500,0.774,0.000,0.000,181,605000,465000,80,0.765,0.000,0.039,225,725000,565000,80,44,120000,100000,-0.009,0.000,0.039,0
IL,17031,17031241600,0.727,0.000,0.045,135.5,495000,395000,80,0.628,0.023,0.023,145,585000,445000,80,9.5,90000,50000,-0.099,0.023,-0.022,0
IL,17031,17031242000,0.688,0.000,0.000,171,530000,435000,80,0.627,0.017,0.085,206,625000,505000,80,35,95000,70000,-0.060,0.017,0.085,0
IL,17031,17031242100,0.766,0.019,0.019,163,595000,445000,80,0.557,0.045,0.034,212.5,635000,485000,80,49.5,40000,40000,-0.210,0.027,0.015,0
IL,17031,17031242200,0.849,0.012,0.035,157.5,525000,435000,85,0.656,0.000,0.098,193,625000,495000,80,35.5,100000,60000,-0.193,-0.012,0.063,-5
IL,17031,17031242300,0.662,0.028,0.014,163,575000,455000,80,0.587,0.022,0.109,203.5,660000,505000,80,40.5,85000,50000,-0.075,-0.006,0.095,0
IL,17031,17031242400,0.667,0.000,0.048,134,445000,405000,80,0.769,0.000,0.000,163,575000,375000,80,29,130000,-30000,0.103,0.000,-0.048,0
IL,17031,17031242500,0.724,0.034,0.069,114.5,425000,360000,85,0.560,0.040,0.120,150,555000,465000,86.003,35.5,130000,105000,-0.164,0.006,0.051,1.003
IL,17031,17031242600,0.794,0.016,0.048,112,385000,335000,85,0.540,0.040,0.180,172.5,555000,405000,85.235,60.5,170000,70000,-0.254,0.024,0.132,0.235
IL,17031,17031242700,0.619,0.048,0.190,149,425000,355000,85,0.615,0.000,0.077,210,495000,405000,90,61,70000,50000,-0.004,-0.048,-0.114,5
IL,17031,17031242800,0.650,0.050,0.150,146,490000,390000,85,0.769,0.077,0.000,195,555000,445000,85,49,65000,55000,0.119,0.027,-0.150,0
IL,17031,17031242900,0.677,0.000,0.097,166,555000,435000,85,0.429,0.000,0.095,202,605000,495000,80,36,50000,60000,-0.249,0.000,-0.002,-5
IL,17031,17031243000,0.692,0.000,0.026,188,665000,505000,85,0.727,0.000,0.000,218,655000,515000,80,30,-10000,10000,0.035,0.000,-0.026,-5
IL,17031,17031243100,0.625,0.000,0.063,209,805000,545000,80,0.419,0.065,0.194,245,855000,655000,80,36,50000,110000,-0.206,0.065,0.131,0
IL,17031,17031243200,0.686,0.000,0.029,163,575000,455000,80,0.594,0.031,0.125,258,730000,540000,80,95,155000,85000,-0.092,0.031,0.096,0
IL,17031,17031243300,0.683,0.024,0.024,155,485000,385000,80,0.638,0.000,0.043,200,685000,555000,80,45,200000,170000,-0.045,-0.024,0.018,0
IL,17031,17031243400,0.630,0.000,0.087,130.5,465000,415000,80,0.692,0.051,0.000,223,675000,585000,80,92.5,210000,170000,0.062,0.051,-0.087,0
IL,17031,17031243500,0.697,0.022,0.034,150,505000,405000,80,0.571,0.041,0.061,184,555000,405000,80,34,50000,0,-0.125,0.018,0.028,0
IL,17031,17031250200,0.143,0.000,0.857,50,215000,185000,95,0.000,0.000,0.889,83,305000,285000,96,33,90000,100000,-0.143,0.000,0.032,1
IL,17031,17031250300,0.059,0.118,0.706,67,235000,215000,95,0.042,0.208,0.625,96,305000,255000,85,29,70000,40000,-0.017,0.091,-0.081,-10
IL,17031,17031250400,0.000,0.077,0.769,67,265000,225000,95,0.000,0.071,0.857,98,375000,315000,95,31,110000,90000,0.000,-0.005,0.088,0
IL,17031,17031250500,0.302,0.159,0.381,83,265000,225000,95,0.292,0.146,0.458,89,365000,295000,90,6,100000,70000,-0.010,-0.013,0.077,-5
IL,17031,17031250600,0.231,0.231,0.462,54,235000,205000,90,0.000,0.190,0.762,77,325000,275000,95,23,90000,70000,-0.231,-0.040,0.300,5
IL,17031,17031250700,0.000,0.400,0.600,50,185000,165000,95,0.111,0.111,0.778,71,275000,255000,97,21,90000,90000,0.111,-0.289,0.178,2
IL,17031,17031250800,0.250,0.000,0.750,90.5,255000,225000,99.3695,0.000,0.000,0.818,106,345000,305000,95,15.5,90000,80000,-0.250,0.000,0.068,-4.3695
IL,17031,17031251000,0.000,0.000,1.000,40,225000,195000,90,0.000,0.000,1.000,75,315000,255000,97.20949999999999,35,90000,60000,0.000,0.000,0.000,7.2095
IL,17031,17031251100,0.000,0.000,1.000,46.5,160000,145000,93.634,0.083,0.083,0.667,87,315000,260000,90,40.5,155000,115000,0.083,0.083,-0.333,-3.634
IL,17031,17031251200,0.143,0.143,0.571,41,175000,175000,98.63,0.053,0.211,0.579,69,275000,225000,95,28,100000,50000,-0.090,0.068,0.008,-3.63
IL,17031,17031251300,0.143,0.286,0.571,58,195000,155000,95,0.167,0.167,0.500,110.5,375000,280000,92.5,52.5,180000,125000,0.024,-0.119,-0.071,-2.5
IL,17031,17031251400,0.250,0.500,0.250,49.5,195000,140000,95.75,0.143,0.429,0.286,95,315000,305000,95,45.5,120000,165000,-0.107,-0.071,0.036,-0.75
IL,17031,17031251500,0.000,0.333,0.333,45,185000,145000,100.1755,0.250,0.000,0.750,76.5,325000,275000,95,31.5,140000,130000,0.250,-0.333,0.417,-5.1755
IL,17031,17031251600,0.000,0.500,0.250,45.5,130000,125000,93.5,0.000,0.118,0.765,78,295000,275000,95,32.5,165000,150000,0.000,-0.382,0.515,1.5
IL,17031,17031251700,0.000,0.500,0.500,56.5,165000,150000,88.5,0.000,0.000,0.600,78,345000,325000,96.714,21.5,180000,175000,0.000,-0.500,0.100,8.214
IL,17031,17031251800,0.333,0.667,0.000,44,165000,155000,95,0.100,0.700,0.200,91.5,270000,250000,95,47.5,105000,95000,-0.233,0.033,0.200,0
IL,17031,17031251900,0.000,0.400,0.400,61,185000,185000,97,0.200,0.200,0.600,80,275000,180000,95,19,90000,-5000,0.200,-0.200,0.200,-2
IL,17031,17031252000,0.250,0.250,0.250,49,110000,105000,98.027,0.091,0.273,0.364,49,195000,185000,95,0,85000,80000,-0.159,0.023,0.114,-3.027
IL,17031,17031252102,0.125,0.250,0.500,47,135000,110000,98.163,0.067,0.200,0.600,75,295000,235000,95,28,160000,125000,-0.058,-0.050,0.100,-3.163
IL,17031,17031252201,0.000,0.500,0.500,44,70000,65000,96,0.000,0.692,0.231,81,315000,215000,97,37,245000,150000,0.000,0.192,-0.269,1
IL,17031,17031252202,0.000,1.000,0.000,44.5,145000,130000,98.0945,0.000,0.333,0.556,89,275000,225000,95,44.5,130000,95000,0.000,-0.667,0.556,-3.0945
IL,17031,17031260100,0.000,1.000,0.000,58,235000,225000,98.17,0.000,0.667,0.333,118,175000,165000,95,60,-60000,-60000,0.000,-0.333,0.333,-3.17
IL,17031,17031260200,0.000,1.000,0.000,22,75000,40000,105,0.667,0.000,0.333,69,255000,225000,90,47,180000,185000,0.667,-1.000,0.333,-15
IL,17031,17031260400,0.000,0.000,0.500,51,175000,65000,36.75,0.333,0.333,0.333,80,325000,175000,95,29,150000,110000,0.333,0.333,-0.167,58.25
IL,17031,17031260500,0.000,0.000,0.000,57,65000,55000,102.63,0.167,0.167,0.667,73,285000,150000,99.3295,16,220000,95000,0.167,0.167,0.667,-3.3005
IL,17031,17031260600,0.000,1.000,0.000,39,265000,265000,100,0.333,0.000,0.667,71,275000,215000,95,32,10000,-50000,0.333,-1.000,0.667,-5
IL,17031,17031260700,0.000,0.333,0.667,63,185000,85000,80,0.000,0.000,0.500,164,360000,290000,85,101,175000,205000,0.000,-0.333,-0.167,5
IL,17031,17031260800,0.000,1.000,0.000,32,145000,115000,80,0.333,0.333,0.333,262,365000,305000,90,230,220000,190000,0.333,-0.667,0.333,10
IL,17031,17031260900,0.000,1.000,0.000,105,135000,115000,80,0.333,0.000,0.667,104,325000,285000,95,-1,190000,170000,0.333,-1.000,0.667,15
IL,17031,17031261000,0.000,0.667,0.333,37,145000,85000,97,0.000,0.400,0.600,74,275000,265000,97,37,130000,180000,0.000,-0.267,0.267,0
IL,17031,17031271200,0.000,0.000,1.000,36,145000,135000,95,1.000,0.000,0.000,159,405000,325000,80,123,260000,190000,1.000,0.000,-1.000,-15
IL,17031,17031271300,0.333,0.333,0.333,63,215000,195000,93.82,0.000,1.000,0.000,79,235000,215000,90.924,16,20000,20000,-0.333,0.667,-0.333,-2.896
IL,17031,17031271500,1.000,0.000,0.000,57.5,205000,195000,98.25999999999999,0.000,0.400,0.600,104,325000,225000,97.407,46.5,120000,30000,-1.000,0.400,0.600,-0.853
IL,17031,17031271800,0.200,0.000,0.400,81,215000,205000,95,0.000,1.000,0.000,151,225000,215000,95,70,10000,10000,-0.200,1.000,-0.400,0
IL,17031,17031280100,0.589,0.039,0.023,144,445000,355000,80,0.500,0.000,0.109,163,440000,345000,80,19,-5000,-10000,-0.089,-0.039,0.085,0
IL,17031,17031280400,0.500,0.000,0.000,76,285000,205000,85,0.000,0.000,0.000,249,280000,210000,70.30199999999999,173,-5000,5000,-0.500,0.000,0.000,-14.698
IL,17031,17031280800,0.333,0.000,0.667,63,285000,275000,90,0.333,0.000,0.333,88,325000,265000,89,25,40000,-10000,0.000,0.000,-0.333,-1
IL,17031,17031280900,0.889,0.000,0.000,95,285000,255000,90,0.300,0.200,0.200,139,410000,335000,85,44,125000,80000,-0.589,0.200,0.200,-5
IL,17031,17031281900,0.500,0.026,0.064,109.5,335000,275000,80,0.557,0.049,0.148,131,325000,265000,90,21.5,-10000,-10000,0.057,0.024,0.083,10
IL,17031,17031282700,0.407,0.111,0.185,81,245000,225000,90,0.407,0.148,0.222,136,325000,305000,94,55,80000,80000,0.000,0.037,0.037,4
IL,17031,17031282800,0.563,0.063,0.063,86,260000,240000,86.185,0.385,0.077,0.077,119,425000,395000,90,33,165000,155000,-0.178,0.014,0.014,3.815
IL,17031,17031283100,0.545,0.000,0.000,140,515000,415000,87.81,1.000,0.000,0.000,150,545000,405000,75,10,30000,-10000,0.455,0.000,0.000,-12.81
IL,17031,17031283200,0.643,0.071,0.071,140,385000,355000,90,0.455,0.000,0.182,175,515000,375000,89.114,35,130000,20000,-0.188,-0.071,0.110,-0.886
IL,17031,17031283800,0.500,0.121,0.086,100.5,300000,245000,87.5,0.386,0.136,0.250,112.5,325000,275000,89.995,12,25000,30000,-0.114,0.016,0.164,2.495
IL,17031,17031290900,0.000,0.333,0.333,42,175000,165000,95,0.000,0.333,0.500,94,325000,310000,95,52,150000,145000,0.000,0.000,0.167,0
IL,17031,17031291200,0.000,0.000,1.000,101,185000,105000,55.56,0.000,0.600,0.200,95,375000,355000,95,-6,190000,250000,0.000,0.600,-0.800,39.44
IL,17031,17031291600,1.000,0.000,0.000,46,215000,195000,95,0.000,0.500,0.500,212.5,540000,465000,85,166.5,325000,270000,-1.000,0.500,0.500,-10
IL,17031,17031292200,0.333,0.333,0.333,28,165000,95000,90,0.000,0.143,0.714,74,345000,325000,95,46,180000,230000,-0.333,-0.190,0.381,5
IL,17031,17031292400,0.000,1.000,0.000,85,255000,255000,100,0.143,0.286,0.571,99,305000,215000,95,14,50000,-40000,0.143,-0.714,0.571,-5
IL,17031,17031292500,0.000,0.667,0.333,29.5,120000,115000,101.22999999999999,0.091,0.091,0.636,79,255000,235000,95,49.5,135000,120000,0.091,-0.576,0.303,-6.23
IL,17031,17031300600,0.200,0.000,0.600,68,165000,135000,95,0.000,0.200,0.800,90,335000,205000,80,22,170000,70000,-0.200,0.200,0.200,-15
IL,17031,17031300700,0.111,0.000,0.667,69,195000,185000,94,0.000,0.000,0.667,102,310000,280000,92.495,33,115000,95000,-0.111,0.000,0.000,-1.505
IL,17031,17031300800,0.000,0.000,1.000,37,145000,115000,90,0.000,0.000,1.000,85,285000,245000,90,48,140000,130000,0.000,0.000,0.000,0
IL,17031,17031300900,0.000,0.000,1.000,37,175000,165000,95,0.000,0.000,1.000,96,335000,320000,95,59,160000,155000,0.000,0.000,0.000,0
IL,17031,17031301100,0.000,0.000,1.000,42,170000,155000,92.5,0.000,0.000,1.000,85,355000,335000,95,43,185000,180000,0.000,0.000,0.000,2.5
IL,17031,17031301200,0.600,0.000,0.400,63,165000,135000,95,0.000,0.000,0.667,111,425000,385000,95,48,260000,250000,-0.600,0.000,0.267,0
IL,17031,17031301600,0.000,0.000,0.800,48,145000,125000,85,0.000,0.000,1.000,72,275000,225000,95,24,130000,100000,0.000,0.000,0.200,10
IL,17031,17031301701,0.000,0.000,1.000,63,185000,145000,90,0.000,0.000,1.000,86,360000,310000,87.5,23,175000,165000,0.000,0.000,0.000,-2.5
IL,17031,17031301702,0.000,0.000,1.000,52,180000,150000,90,0.000,0.000,0.778,90,305000,275000,95,38,125000,125000,0.000,0.000,-0.222,5
IL,17031,17031301801,0.000,0.000,0.833,57.5,150000,115000,90,0.000,0.000,0.667,89,275000,255000,97,31.5,125000,140000,0.000,0.000,-0.167,7
IL,17031,17031301802,0.000,0.000,0.667,66,215000,135000,97,0.200,0.000,0.800,98,275000,265000,95,32,60000,130000,0.200,0.000,0.133,-2
IL,17031,17031301803,0.000,0.000,1.000,40,165000,135000,90,0.000,0.000,1.000,67,265000,215000,97.852,27,100000,80000,0.000,0.000,0.000,7.852
IL,17031,17031310200,0.529,0.059,0.176,148,425000,345000,92,0.400,0.000,0.200,162.5,475000,315000,79.8255,14.5,50000,-30000,-0.129,-0.059,0.024,-12.1745
IL,17031,17031310300,0.778,0.000,0.111,160,425000,345000,94.77,0.375,0.000,0.250,135.5,520000,410000,92.5,-24.5,95000,65000,-0.403,0.000,0.139,-2.27
IL,17031,17031310400,0.556,0.333,0.000,100,315000,305000,90,0.333,0.000,0.500,199,540000,515000,95,99,225000,210000,-0.222,-0.333,0.500,5
IL,17031,17031310500,1.000,0.000,0.000,63,275000,265000,94.983,0.500,0.000,0.500,145.5,555000,445000,80,82.5,280000,180000,-0.500,0.000,0.500,-14.983
IL,17031,17031310600,0.467,0.000,0.267,126,465000,415000,85,0.500,0.000,0.250,156,495000,460000,94.194,30,30000,45000,0.033,0.000,-0.017,9.194
IL,17031,17031310700,0.333,0.000,0.333,144,385000,335000,90,0.000,0.000,0.000,210,695000,625000,90,66,310000,290000,-0.333,0.000,-0.333,0
IL,17031,17031310800,0.500,0.000,0.500,118.5,390000,365000,85.1055,0.154,0.000,0.462,182,445000,355000,83.253,63.5,55000,-10000,-0.346,0.000,-0.038,-1.8525
IL,17031,17031310900,0.333,0.167,0.500,116.5,375000,330000,85,0.125,0.125,0.625,162,505000,475000,95,45.5,130000,145000,-0.208,-0.042,0.125,10
IL,17031,17031320400,0.591,0.000,0.000,180,515000,365000,80,0.346,0.000,0.038,243,555000,390000,80,63,40000,25000,-0.245,0.000,0.038,0
IL,17031,17031320600,0.500,0.043,0.014,122.5,340000,285000,80,0.426,0.074,0.111,132,385000,305000,80,9.5,45000,20000,-0.074,0.031,0.097,0
IL,17031,17031330200,0.544,0.074,0.000,175,465000,325000,80,0.356,0.111,0.067,182,505000,405000,88,7,40000,80000,-0.189,0.038,0.067,8
IL,17031,17031340300,0.167,0.000,0.000,92,340000,260000,75.5,0.500,0.000,0.000,119,310000,290000,82.482,27,-30000,30000,0.333,0.000,0.000,6.982
IL,17031,17031340400,0.200,0.000,0.000,64,235000,185000,70,0.333,0.000,0.000,58,255000,175000,79.692,-6,20000,-10000,0.133,0.000,0.000,9.692
IL,17031,17031340500,0.200,0.000,0.400,86,355000,265000,75,0.400,0.000,0.100,154,325000,265000,87.5,68,-30000,0,0.200,0.000,-0.300,12.5
IL,17031,17031351000,0.000,0.800,0.000,135,215000,185000,95,0.250,0.750,0.000,115,490000,275000,79.3995,-20,275000,90000,0.250,-0.050,0.000,-15.6005
IL,17031,17031351400,0.667,0.333,0.000,68,205000,195000,98.64,0.200,0.400,0.400,131,295000,265000,98.27,63,90000,70000,-0.467,0.067,0.400,-0.37
IL,17031,17031351500,0.000,0.333,0.000,115,395000,375000,95,1.000,0.000,0.000,131,225000,215000,97,16,-170000,-160000,1.000,-0.333,0.000,2
IL,17031,17031360200,0.000,1.000,0.000,77,155000,145000,90,0.167,0.667,0.000,90.5,245000,225000,95,13.5,90000,80000,0.167,-0.333,0.000,5
IL,17031,17031380100,0.200,0.500,0.000,75.5,260000,255000,95,0.000,0.875,0.000,200,530000,480000,95,124.5,270000,225000,-0.200,0.375,0.000,0
IL,17031,17031380200,0.333,0.333,0.000,206,605000,415000,89.999,0.167,0.667,0.000,151,320000,295000,85.51400000000001,-55,-285000,-120000,-0.167,0.333,0.000,-4.485
IL,17031,17031381200,0.176,0.647,0.059,87,275000,235000,95,0.091,0.364,0.000,102,265000,245000,95,15,-10000,10000,-0.086,-0.283,-0.059,0
IL,17031,17031381400,0.000,0.667,0.000,61.5,155000,145000,97,0.000,0.200,0.000,92,245000,235000,95,30.5,90000,90000,0.000,-0.467,0.000,-2
IL,17031,17031381500,0.000,1.000,0.000,79,135000,125000,92.5,0.200,0.400,0.100,92,315000,300000,92.5,13,180000,175000,0.200,-0.600,0.100,0
IL,17031,17031381800,0.167,0.667,0.167,76,255000,200000,93.5,0.125,0.625,0.000,114,265000,165000,97.316,38,10000,-35000,-0.042,-0.042,-0.167,3.816
IL,17031,17031381900,0.300,0.500,0.000,80.5,255000,235000,92.5,0.250,0.250,0.250,108.5,280000,270000,92.5,28,25000,35000,-0.050,-0.250,0.250,0
IL,17031,17031390100,0.160,0.560,0.040,130,385000,355000,90,0.429,0.143,0.143,126,330000,305000,87.5925,-4,-55000,-50000,0.269,-0.417,0.103,-2.4075
IL,17031,17031390200,0.333,0.296,0.000,97,265000,205000,90,0.417,0.500,0.000,128,325000,295000,95,31,60000,90000,0.083,0.204,0.000,5
IL,17031,17031390300,0.375,0.250,0.125,129.5,450000,380000,84.638,0.400,0.400,0.000,168,550000,445000,90,38.5,100000,65000,0.025,0.150,-0.125,5.362
IL,17031,17031390400,0.250,0.350,0.000,101.5,280000,255000,94.25999999999999,0.000,0.500,0.000,168.5,230000,200000,73.7405,67,-50000,-55000,-0.250,0.150,0.000,-20.5195
IL,17031,17031390500,0.400,0.200,0.100,407,920000,755000,90,0.500,0.000,0.000,322,665000,410000,82.5,-85,-255000,-345000,0.100,-0.200,-0.100,-7.5
IL,17031,17031390600,0.563,0.125,0.000,193,500000,305000,89.993,0.714,0.143,0.000,295,600000,460000,80,102,100000,155000,0.152,0.018,0.000,-9.993
IL,17031,17031390700,0.394,0.424,0.000,87,145000,125000,88,0.313,0.438,0.094,114,190000,165000,87.5,27,45000,40000,-0.081,0.013,0.094,-0.5
IL,17031,17031400300,0.000,0.250,0.500,86.5,220000,210000,95,0.200,0.400,0.000,105,245000,195000,97,18.5,25000,-15000,0.200,0.150,-0.500,2
IL,17031,17031400400,0.000,0.600,0.000,63,125000,115000,95,0.000,0.000,0.500,59,240000,195000,84.7465,-4,115000,80000,0.000,-0.600,0.500,-10.2535
IL,17031,17031400500,0.167,0.167,0.167,59,205000,150000,96,0.000,0.000,1.000,65,235000,225000,95,6,30000,75000,-0.167,-0.167,0.833,-1
